Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1956,Cortina d'Ampezzo,Skating,"ALBRIGHT, Tenley",USA,Women,Individual,Gold,,
1960,Squaw Valley,Skiing,"HINTERSEER, Ernst",AUT,Men,Slalom,Gold,,
1960,Squaw Valley,Skating,"PAUL, Robert",CAN,Men,Pairs,Gold,,
1960,Squaw Valley,Skating,"WAGNER, Barbara",CAN,Women,Pairs,Gold,,
1960,Squaw Valley,Skiing,"HEGGTVEIT, Anne",CAN,Women,Slalom,Gold,,
1960,Squaw Valley,Skating,"HAASE, Helga",EUA,Women,500M,Gold,,
1960,Squaw Valley,Skiing,"BIEBL, Heidi",EUA,Women,Downhill,Gold,,
1960,Squaw Valley,Skiing,"THOMA, Georg",EUA,Men,Individual,Gold,,
1960,Squaw Valley,Skiing,"RECKNAGEL, Helmut",EUA,Men,K90 Individual (70M),Gold,,
1960,Squaw Valley,Skiing,"ALATALO, Toimi",FIN,Men,4X10KM Relay,Gold,,
1960,Squaw Valley,Skiing,"HAKULINEN, Veikko",FIN,Men,4X10KM Relay,Gold,,
1960,Squaw Valley,Skiing,"HUHTALA, Ve_ine_ Veikko Sakari",FIN,Men,4X10KM Relay,Gold,,
1960,Squaw Valley,Skiing,"MeNTYRANTA, Eero",FIN,Men,4X10KM Relay,Gold,,
1960,Squaw Valley,Skiing,"HeMeLeINEN, Kalevi",FIN,Men,50KM,Gold,,
1960,Squaw Valley,Skiing,"VUARNET, Jean",FRA,Men,Downhill,Gold,,
1960,Squaw Valley,Skating,"JOHANNESEN, Knut",NOR,Men,10000M,Gold,,
1960,Squaw Valley,Skating,"AAS, Roald",NOR,Men,1500M,Gold,,
1960,Squaw Valley,Skiing,"BRUSVEEN, Haakon",NOR,Men,15KM,Gold,,
1960,Squaw Valley,Skiing,"STAUB, Roger",SUI,Men,Giant Slalom,Gold,,
1960,Squaw Valley,Skiing,"RUEGG, Yvonne",SUI,Women,Giant Slalom,Gold,,
1960,Squaw Valley,Biathlon,"LESTANDER, Klas",SWE,Men,20KM,Gold,,
1960,Squaw Valley,Skiing,"JERNBERG, Sixten",SWE,Men,30KM Mass Start,Gold,,
1960,Squaw Valley,Skiing,"EDSTRe_M, Sonja",SWE,Women,3X5KM Relay,Gold,,
1960,Squaw Valley,Skiing,"JOHANSSON, Irma",SWE,Women,3X5KM Relay,Gold,,
1960,Squaw Valley,Skiing,"STRANDBERG, Britt",SWE,Women,3X5KM Relay,Gold,,
1960,Squaw Valley,Skating,"GUSEVA, Klara",URS,Women,1000M,Gold,,
1960,Squaw Valley,Skating,"GRISHIN, Yevgeny",URS,Men,1500M,Gold,,
1960,Squaw Valley,Skating,"SKOBLIKOVA, Lidiya",URS,Women,1500M,Gold,,
1960,Squaw Valley,Skating,"SKOBLIKOVA, Lidiya",URS,Women,3000M,Gold,,
1960,Squaw Valley,Skating,"KOSICHKIN, Viktor",URS,Men,5000M,Gold,,
1960,Squaw Valley,Skating,"GRISHIN, Yevgeny",URS,Men,500M,Gold,,
1960,Squaw Valley,Skiing,"GUSAKOVA, Mariya",URS,Women,10KM,Gold,,
1960,Squaw Valley,Ice Hockey,"CHRISTIAN, Roger Allen",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"CHRISTIAN, William David",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"CLEARY, Robert Barry",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"CLEARY, William John",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"GRAZIA, Eugene",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"JOHNSON, Paul Herbert",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"KIRRANE, John J.",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"MAYASICH, John Edward",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"MCCARTAN, John",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"MCVEY, Robert",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"MEREDITH, Richard Otis",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"OLSON, Weldon Howard",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"OWEN, Edwyn",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"PAAVOLA, Rodney",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"PALMER, Lawrence",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"RODENHEISER, Richard Peter",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Ice Hockey,"WILLIAMS, Thomas",USA,Men,Ice Hockey,Gold,,
1960,Squaw Valley,Skating,"JENKINS, David",USA,Men,Individual,Gold,,
1960,Squaw Valley,Skating,"HEISS, Carol",USA,Women,Individual,Gold,,
1964,Innsbruck,Luge,"FEISTMANTL, Josef",AUT,Men,Doubles,Gold,,
1964,Innsbruck,Luge,"STENGL, Manfred",AUT,Men,Doubles,Gold,,
1964,Innsbruck,Skiing,"ZIMMERMANN, Egon",AUT,Men,Downhill,Gold,,
1964,Innsbruck,Skiing,"HAAS, Christl",AUT,Women,Downhill,Gold,,
1964,Innsbruck,Skiing,"STIEGLER, Josef",AUT,Men,Slalom,Gold,,
1964,Innsbruck,Bobsleigh,"ANAKIN, Douglas",CAN,Men,Four-Man,Gold,,
1964,Innsbruck,Bobsleigh,"EMERY, John",CAN,Men,Four-Man,Gold,,
1964,Innsbruck,Bobsleigh,"EMERY, Victor",CAN,Men,Four-Man,Gold,,
1964,Innsbruck,Bobsleigh,"KIRBY, Peter",CAN,Men,Four-Man,Gold,,
1964,Innsbruck,Luge,"Ke_HLER, Thomas",EUA,Men,Singles,Gold,,
1964,Innsbruck,Luge,"ENDERLEIN, Ortrun",EUA,Women,Singles,Gold,,
1964,Innsbruck,Skating,"SCHNELLDORFER, Manfred",EUA,Men,Individual,Gold,,
1964,Innsbruck,Skiing,"MeNTYRANTA, Eero",FIN,Men,15KM,Gold,,
1964,Innsbruck,Skiing,"MeNTYRANTA, Eero",FIN,Men,30KM Mass Start,Gold,,
1964,Innsbruck,Skiing,"KANKKONEN, Veikko",FIN,Men,K90 Individual (70M),Gold,,
1964,Innsbruck,Skiing,"BONLIEU, Frane_ois",FRA,Men,Giant Slalom,Gold,,
1964,Innsbruck,Skiing,"GOITSCHEL, Marielle",FRA,Women,Giant Slalom,Gold,,
1964,Innsbruck,Skiing,"GOITSCHEL, Christine",FRA,Women,Slalom,Gold,,
1964,Innsbruck,Bobsleigh,"DIXON, Robin Thomas",GBR,Men,Two-Man,Gold,,
1964,Innsbruck,Bobsleigh,"NASH, Antony James",GBR,Men,Two-Man,Gold,,
1964,Innsbruck,Skating,"DIJKSTRA, Sjoukje",NED,Women,Individual,Gold,,
1964,Innsbruck,Skating,"JOHANNESEN, Knut",NOR,Men,5000M,Gold,,
1964,Innsbruck,Skiing,"KNUTSEN, Tormod",NOR,Men,Individual,Gold,,
1964,Innsbruck,Skiing,"ENGAN, Toralf",NOR,Men,K120 Individual (90M),Gold,,
1964,Innsbruck,Skating,"NILSSON, Jonny",SWE,Men,10000M,Gold,,
1964,Innsbruck,Skiing,"ASPH, Karl-Ake",SWE,Men,4X10KM Relay,Gold,,
1964,Innsbruck,Skiing,"JERNBERG, Sixten",SWE,Men,4X10KM Relay,Gold,,
1964,Innsbruck,Skiing,"Re_NNLUND, Assar",SWE,Men,4X10KM Relay,Gold,,
1964,Innsbruck,Skiing,"STEFANSSON, Janne",SWE,Men,4X10KM Relay,Gold,,
1964,Innsbruck,Skiing,"JERNBERG, Sixten",SWE,Men,50KM,Gold,,
1964,Innsbruck,Biathlon,"MELANIN, Vladimir",URS,Men,20KM,Gold,,
1964,Innsbruck,Ice Hockey,"ALEKSANDROV, Veniamin",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"ALMETOV, Aleksandr",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"DAVIDOV, Vitali",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"FIRSOV, Anatoli",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"IVANOV, Eduard",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"KONOVALENKO, Viktor",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"KOUSKINE, Viktor",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"LOKTEV, Konstantin",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"MAYOROV, Boris",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"MAYOROV, Evgeni",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"PETUKHOV, Stanislav",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"RAGULIN, Aleksandr",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"STARSHINOV, Viacheslav",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"VOLKOV, Leonid",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"YAKUSHEV, Viktor",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"ZAITZEV, Boris",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Skating,"BELOUSOVA, Lyudmila",URS,Women,Pairs,Gold,,
1964,Innsbruck,Skating,"PROTOPOPOV, Oleg",URS,Men,Pairs,Gold,,
1964,Innsbruck,Skating,"SKOBLIKOVA, Lidiya",URS,Women,1000M,Gold,,
1964,Innsbruck,Skating,"ANTSON, Ants",URS,Men,1500M,Gold,,
1964,Innsbruck,Skating,"SKOBLIKOVA, Lidiya",URS,Women,1500M,Gold,,
1964,Innsbruck,Skating,"SKOBLIKOVA, Lidiya",URS,Women,3000M,Gold,,
1964,Innsbruck,Skating,"SKOBLIKOVA, Lidiya",URS,Women,500M,Gold,,
1964,Innsbruck,Skiing,"BOYARSKIKH, Klavdiya",URS,Women,10KM,Gold,,
1964,Innsbruck,Skiing,"BOYARSKIKH, Klavdiya",URS,Women,3X5KM Relay,Gold,,
1964,Innsbruck,Skiing,"KOLCHINA, Alevtina",URS,Women,3X5KM Relay,Gold,,
1964,Innsbruck,Skiing,"MEKSHILO, Yevdoyka",URS,Women,3X5KM Relay,Gold,,
1964,Innsbruck,Skiing,"BOYARSKIKH, Klavdiya",URS,Women,5KM,Gold,,
1964,Innsbruck,Skating,"MCDERMOTT, Richard",USA,Men,500M,Gold,,
1968,Grenoble,Luge,"SCHMID, Manfred",AUT,Men,Singles,Gold,,
1968,Grenoble,Skating,"SCHWARZ, Wolfgang",AUT,Men,Individual,Gold,,
1968,Grenoble,Skiing,"PALL, Olga",AUT,Women,Downhill,Gold,,
1968,Grenoble,Skiing,"GREENE, Nancy",CAN,Women,Giant Slalom,Gold,,
1968,Grenoble,Skating,"MUSTONEN, Kaija",FIN,Women,1500M,Gold,,
1968,Grenoble,Skiing,"KILLY, Jean-Claude",FRA,Men,Downhill,Gold,,
1968,Grenoble,Skiing,"KILLY, Jean-Claude",FRA,Men,Giant Slalom,Gold,,
1968,Grenoble,Skiing,"KILLY, Jean-Claude",FRA,Men,Slalom,Gold,,
1968,Grenoble,Skiing,"GOITSCHEL, Marielle",FRA,Women,Slalom,Gold,,
1968,Grenoble,Skating,"KELLER, Erhard",FRG,Men,500M,Gold,,
1968,Grenoble,Skiing,"KELLER, Franz",FRG,Men,Individual,Gold,,
1968,Grenoble,Luge,"BONSACK, Klaus",GDR,Men,Doubles,Gold,,
1968,Grenoble,Luge,"Ke_HLER, Thomas",GDR,Men,Doubles,Gold,,
1968,Grenoble,Bobsleigh,"ARMANO, Mario",ITA,Men,Four-Man,Gold,,
1968,Grenoble,Bobsleigh,"DE PAOLIS, Luciano",ITA,Men,Four-Man,Gold,,
1968,Grenoble,Bobsleigh,"MONTI, Eugenio",ITA,Men,Four-Man,Gold,,
1968,Grenoble,Bobsleigh,"ZANDONELLA, Roberto",ITA,Men,Four-Man,Gold,,
1968,Grenoble,Bobsleigh,"DE PAOLIS, Luciano",ITA,Men,Two-Man,Gold,,
1968,Grenoble,Bobsleigh,"MONTI, Eugenio",ITA,Men,Two-Man,Gold,,
1968,Grenoble,Luge,"LECHNER, Erica",ITA,Women,Singles,Gold,,
1968,Grenoble,Skiing,"NONES, Franco",ITA,Men,30KM Mass Start,Gold,,
1968,Grenoble,Skating,"GEIJSSEN, Carolina",NED,Women,1000M,Gold,,
1968,Grenoble,Skating,"VERKERK, Cornelis",NED,Men,1500M,Gold,,
1968,Grenoble,Skating,"SCHUT, Johanna",NED,Women,3000M,Gold,,
1968,Grenoble,Biathlon,"SOLBERG, Magnar",NOR,Men,20KM,Gold,,
1968,Grenoble,Skating,"MAIER, Fred Anton",NOR,Men,5000M,Gold,,
1968,Grenoble,Skiing,"GRe_NNINGEN, Harald",NOR,Men,15KM,Gold,,
1968,Grenoble,Skiing,"AUFLES, Inger",NOR,Women,3X5KM Relay,Gold,,
1968,Grenoble,Skiing,"ENGER, Babben",NOR,Women,3X5KM Relay,Gold,,
1968,Grenoble,Skiing,"Me_RDRE, Berit",NOR,Women,3X5KM Relay,Gold,,
1968,Grenoble,Skiing,"ELLEFSAETER, Ole",NOR,Men,4X10KM Relay,Gold,,
1968,Grenoble,Skiing,"GRe_NNINGEN, Harald",NOR,Men,4X10KM Relay,Gold,,
1968,Grenoble,Skiing,"MARTINSEN, Odd",NOR,Men,4X10KM Relay,Gold,,
1968,Grenoble,Skiing,"TYLDUM, Paal",NOR,Men,4X10KM Relay,Gold,,
1968,Grenoble,Skiing,"ELLEFSAETER, Ole",NOR,Men,50KM,Gold,,
1968,Grenoble,Skating,"He_GLIN, Johnny",SWE,Men,10000M,Gold,,
1968,Grenoble,Skiing,"GUSTAFSSON, Toini",SWE,Women,10KM,Gold,,
1968,Grenoble,Skiing,"GUSTAFSSON, Toini",SWE,Women,5KM,Gold,,
1968,Grenoble,Skiing,"RASKA, Jiri",TCH,Men,K90 Individual (70M),Gold,,
1968,Grenoble,Biathlon,"GUNDARTSEV, Vladimir",URS,Men,4X7.5KM Relay,Gold,,
1968,Grenoble,Biathlon,"MAMATOV, Viktor",URS,Men,4X7.5KM Relay,Gold,,
1968,Grenoble,Biathlon,"PUSANOV, Nikolae",URS,Men,4X7.5KM Relay,Gold,,
1968,Grenoble,Biathlon,"TIKHONOV, Aleksandr",URS,Men,4X7.5KM Relay,Gold,,
1968,Grenoble,Ice Hockey,"ALEKSANDROV, Veniamin",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"BLINOV, Viktor",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"DAVIDOV, Vitali",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"FIRSOV, Anatoli",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"IONOV, Anatoli",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"KONOVALENKO, Viktor",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"KOUSKINE, Viktor",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"MAYOROV, Boris",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"MISHAKOV, Evgeni",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"MOISSEYEV, Yuri",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"POLUPANOV, Viktor",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"RAGULIN, Aleksandr",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"ROMICHEVSKY, Igor",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"STARSHINOV, Viacheslav",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"VIKULOV, Vladimir",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"ZAITZEV, Oleg",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"ZIMIN, Evgeni",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Ice Hockey,"ZINGER, Viktor",URS,Men,Ice Hockey,Gold,,
1968,Grenoble,Skating,"BELOUSOVA, Lyudmila",URS,Women,Pairs,Gold,,
1968,Grenoble,Skating,"PROTOPOPOV, Oleg",URS,Men,Pairs,Gold,,
1968,Grenoble,Skating,"TITOVA, Lyudmila",URS,Women,500M,Gold,,
1968,Grenoble,Skiing,"BELOUSOV, Vladimir",URS,Men,K120 Individual (90M),Gold,,
1968,Grenoble,Skating,"FLEMING, Peggy",USA,Women,Individual,Gold,,
1972,Sapporo,Skating,"SCHUBA, Beatrix",AUT,Women,Individual,Gold,,
1972,Sapporo,Skiing,"FERNANDEZ OCHOA, Francisco",ESP,Men,Slalom,Gold,,
1972,Sapporo,Bobsleigh,"UTZSCHNEIDER, Peter",FRG,Men,Two-Man,Gold,,
1972,Sapporo,Bobsleigh,"ZIMMERER, Wolfgang",FRG,Men,Two-Man,Gold,,
1972,Sapporo,Skating,"HOLZNER-GAWENUS, Monika",FRG,Women,1000M,Gold,,
1972,Sapporo,Skating,"KELLER, Erhard",FRG,Men,500M,Gold,,
1972,Sapporo,Luge,"BREDOW, Reinhard",GDR,Men,Doubles,Gold,,
1972,Sapporo,Luge,"He_RNLEIN, Horst",GDR,Men,Doubles,Gold,,
1972,Sapporo,Luge,"SCHEIDEL, Wolfgang",GDR,Men,Singles,Gold,,
1972,Sapporo,Luge,"MeeLLER, Anna-Maria",GDR,Women,Singles,Gold,,
1972,Sapporo,Skiing,"WEHLING, Ulrich",GDR,Men,Individual,Gold,,
1972,Sapporo,Luge,"HILDGARTNER, Paul",ITA,Men,Doubles,Gold,,
1972,Sapporo,Luge,"PLAIKNER, Walter",ITA,Men,Doubles,Gold,,
1972,Sapporo,Skiing,"THe_NI, Gustavo",ITA,Men,Giant Slalom,Gold,,
1972,Sapporo,Skiing,"KASAYA, Yukio",JPN,Men,K90 Individual (70M),Gold,,
1972,Sapporo,Skating,"SCHENK, Ard",NED,Men,10000M,Gold,,
1972,Sapporo,Skating,"SCHENK, Ard",NED,Men,1500M,Gold,,
1972,Sapporo,Skating,"KAISER, Christina",NED,Women,3000M,Gold,,
1972,Sapporo,Skating,"SCHENK, Ard",NED,Men,5000M,Gold,,
1972,Sapporo,Biathlon,"SOLBERG, Magnar",NOR,Men,20KM,Gold,,
1972,Sapporo,Skiing,"TYLDUM, Paal",NOR,Men,50KM,Gold,,
1972,Sapporo,Skiing,"FORTUNA, Wojciech",POL,Men,K120 Individual (90M),Gold,,
1972,Sapporo,Bobsleigh,"CAMICHEL, Werner",SUI,Men,Four-Man,Gold,,
1972,Sapporo,Bobsleigh,"HUBACHER, Edy",SUI,Men,Four-Man,Gold,,
1972,Sapporo,Bobsleigh,"LEUTENEGGER, Hans",SUI,Men,Four-Man,Gold,,
1972,Sapporo,Bobsleigh,"WICKI, Jean",SUI,Men,Four-Man,Gold,,
1972,Sapporo,Skiing,"RUSSI, Bernhard",SUI,Men,Downhill,Gold,,
1972,Sapporo,Skiing,"NADIG, Marie-Theres",SUI,Women,Downhill,Gold,,
1972,Sapporo,Skiing,"NADIG, Marie-Theres",SUI,Women,Giant Slalom,Gold,,
1972,Sapporo,Skiing,"LUNDBeCK, Sven-Aake",SWE,Men,15KM,Gold,,
1972,Sapporo,Skating,"NEPELA, Ondrej",TCH,Men,Individual,Gold,,
1972,Sapporo,Biathlon,"BIAKOV, Ivan",URS,Men,4X7.5KM Relay,Gold,,
1972,Sapporo,Biathlon,"MAMATOV, Viktor",URS,Men,4X7.5KM Relay,Gold,,
1972,Sapporo,Biathlon,"SAFINE, Rinnat",URS,Men,4X7.5KM Relay,Gold,,
1972,Sapporo,Biathlon,"TIKHONOV, Aleksandr",URS,Men,4X7.5KM Relay,Gold,,
1972,Sapporo,Ice Hockey,"BLINOV, Yuri",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"DAVIDOV, Vitali",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"FIRSOV, Anatoli",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"KHARLAMOV, Valery",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"KOUSKINE, Viktor",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"LUTCHENKO, Vladimir",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"MALTSEV, Aleksandr",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"MIKHAYLOV, Boris",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"MISHAKOV, Evgeni",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"PACHKOV, Aleksandr",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"PETROV, Vladimir",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"RAGULIN, Aleksandr",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"ROMICHEVSKY, Igor",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"SHADRIN, Vladimir",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"TRETYAK, Vladislav",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"TSYGANKOV, Gennady",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"VASILYEV, Valery",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"VIKULOV, Vladimir",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"YAKUSHEV, Aleksandr",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Ice Hockey,"ZIMIN, Evgeni",URS,Men,Ice Hockey,Gold,,
1972,Sapporo,Skating,"RODNINA, Irina",URS,Women,Pairs,Gold,,
1972,Sapporo,Skating,"ULANOV, Aleksey",URS,Men,Pairs,Gold,,
1972,Sapporo,Skiing,"KULAKOVA, Galina",URS,Women,10KM,Gold,,
1972,Sapporo,Skiing,"VEDENIN, Vyacheslav",URS,Men,30KM Mass Start,Gold,,
1972,Sapporo,Skiing,"KULAKOVA, Galina",URS,Women,3X5KM Relay,Gold,,
1972,Sapporo,Skiing,"MUKHACHEVA, Lubov",URS,Women,3X5KM Relay,Gold,,
1972,Sapporo,Skiing,"OLYUNINA, Alevtina",URS,Women,3X5KM Relay,Gold,,
1972,Sapporo,Skiing,"SIMASHEV, Fyodor",URS,Men,4X10KM Relay,Gold,,
1972,Sapporo,Skiing,"SKOBOV, Yuri",URS,Men,4X10KM Relay,Gold,,
1972,Sapporo,Skiing,"VEDENIN, Vyacheslav",URS,Men,4X10KM Relay,Gold,,
1972,Sapporo,Skiing,"VORONKOV, Vladimir",URS,Men,4X10KM Relay,Gold,,
1972,Sapporo,Skiing,"KULAKOVA, Galina",URS,Women,5KM,Gold,,
1972,Sapporo,Skating,"HOLUM, Dianne",USA,Women,1500M,Gold,,
1972,Sapporo,Skating,"HENNING, Anne",USA,Women,500M,Gold,,
1972,Sapporo,Skiing,"COCHRAN, Barbara",USA,Women,Slalom,Gold,,
1976,Innsbruck,Skiing,"KLAMMER, Franz",AUT,Men,Downhill,Gold,,
1976,Innsbruck,Skiing,"SCHNABL, Karl",AUT,Men,K120 Individual (90M),Gold,,
1976,Innsbruck,Skiing,"KREINER, Kathy",CAN,Women,Giant Slalom,Gold,,
1976,Innsbruck,Skiing,"KOIVISTO, Arto",FIN,Men,4X10KM Relay,Gold,,
1976,Innsbruck,Skiing,"MIETO, Juha",FIN,Men,4X10KM Relay,Gold,,
1976,Innsbruck,Skiing,"PITKeNEN, Matti",FIN,Men,4X10KM Relay,Gold,,
1976,Innsbruck,Skiing,"TEURAJeRVI, Pertti",FIN,Men,4X10KM Relay,Gold,,
1976,Innsbruck,Skiing,"TAKALO, Helena",FIN,Women,5KM,Gold,,
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Downhill,Gold,,
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Slalom,Gold,,
1976,Innsbruck,Skating,"CURRY, John",GBR,Men,Individual,Gold,,
1976,Innsbruck,Bobsleigh,"BABOCK, Jochen",GDR,Men,Four-Man,Gold,,
1976,Innsbruck,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Four-Man,Gold,,
1976,Innsbruck,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Four-Man,Gold,,
1976,Innsbruck,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Four-Man,Gold,,
1976,Innsbruck,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Two-Man,Gold,,
1976,Innsbruck,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Two-Man,Gold,,
1976,Innsbruck,Luge,"HAHN, Norbert",GDR,Men,Doubles,Gold,,
1976,Innsbruck,Luge,"RINN, Hans",GDR,Men,Doubles,Gold,,
1976,Innsbruck,Luge,"GeeNTHER, Detlef",GDR,Men,Singles,Gold,,
1976,Innsbruck,Luge,"SCHUMANN, Margit",GDR,Women,Singles,Gold,,
1976,Innsbruck,Skiing,"WEHLING, Ulrich",GDR,Men,Individual,Gold,,
1976,Innsbruck,Skiing,"ASCHENBACH, Hans-Georg",GDR,Men,K90 Individual (70M),Gold,,
1976,Innsbruck,Skiing,"GROS, Piero",ITA,Men,Slalom,Gold,,
1976,Innsbruck,Skating,"KLEINE, Piet",NED,Men,10000M,Gold,,
1976,Innsbruck,Skating,"STORHOLT, Jan Egil",NOR,Men,1500M,Gold,,
1976,Innsbruck,Skating,"STENSEN, Sten",NOR,Men,5000M,Gold,,
1976,Innsbruck,Skiing,"FORMO, Ivar",NOR,Men,50KM,Gold,,
1976,Innsbruck,Skiing,"HEMMI, Heini",SUI,Men,Giant Slalom,Gold,,
1976,Innsbruck,Biathlon,"KRUGLOV, Nikolay",URS,Men,20KM,Gold,,
1976,Innsbruck,Biathlon,"BIAKOV, Ivan",URS,Men,4X7.5KM Relay,Gold,,
1976,Innsbruck,Biathlon,"KRUGLOV, Nikolay",URS,Men,4X7.5KM Relay,Gold,,
1976,Innsbruck,Biathlon,"TIKHONOV, Aleksandr",URS,Men,4X7.5KM Relay,Gold,,
1976,Innsbruck,Biathlon,"YELIZAROV, Aleksandr",URS,Men,4X7.5KM Relay,Gold,,
1976,Innsbruck,Ice Hockey,"ALEKSANDROV, Boris",URS,Men,Ice Hockey,Gold,,
1976,Innsbruck,Ice Hockey,"BABINOV, Sergey",URS,Men,Ice Hockey,Gold,,
1976,Innsbruck,Ice Hockey,"GUSEV, Aleksandr",URS,Men,Ice Hockey,Gold,,
1976,Innsbruck,Ice Hockey,"KAPUSTIN, Sergey",URS,Men,Ice Hockey,Gold,,
1976,Innsbruck,Ice Hockey,"KHARLAMOV, Valery",URS,Men,Ice Hockey,Gold,,
1976,Innsbruck,Ice Hockey,"LUTCHENKO, Vladimir",URS,Men,Ice Hockey,Gold,,
1976,Innsbruck,Ice Hockey,"LYAPKIN, Yury",URS,Men,Ice Hockey,Gold,,
