Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1956,Cortina d'Ampezzo,Skiing,"LARSSON, Lennart",SWE,Men,4X10KM Relay,Bronze,,
1956,Cortina d'Ampezzo,Skiing,"LARSSON, Per-Erik",SWE,Men,4X10KM Relay,Bronze,,
1956,Cortina d'Ampezzo,Skiing,"SAMUELSSON, Gunnar",SWE,Men,4X10KM Relay,Bronze,,
1956,Cortina d'Ampezzo,Skating,"GONCHARENKO, Oleg",URS,Men,10000M,Bronze,,
1956,Cortina d'Ampezzo,Skating,"GONCHARENKO, Oleg",URS,Men,5000M,Bronze,,
1956,Cortina d'Ampezzo,Skiing,"SIDOROVA, Yevgeniya",URS,Women,Slalom,Bronze,,
1956,Cortina d'Ampezzo,Skiing,"KOLCHIN, Pavel",URS,Men,15KM,Bronze,,
1956,Cortina d'Ampezzo,Skiing,"KOLCHIN, Pavel",URS,Men,30KM Mass Start,Bronze,,
1956,Cortina d'Ampezzo,Skiing,"TERENTYEV, Fyodor",URS,Men,50KM,Bronze,,
1956,Cortina d'Ampezzo,Bobsleigh,"BUTLER, Charles",USA,Men,Four-Man,Bronze,,
1956,Cortina d'Ampezzo,Bobsleigh,"DODGE, William L.",USA,Men,Four-Man,Bronze,,
1956,Cortina d'Ampezzo,Bobsleigh,"LAMY, James Ernest",USA,Men,Four-Man,Bronze,,
1956,Cortina d'Ampezzo,Bobsleigh,"TYLER, Arthur W.",USA,Men,Four-Man,Bronze,,
1956,Cortina d'Ampezzo,Skating,"JENKINS, David",USA,Men,Individual,Bronze,,
1960,Squaw Valley,Skiing,"HECHER, Traudl",AUT,Women,Downhill,Bronze,,
1960,Squaw Valley,Skiing,"HINTERSEER, Ernst",AUT,Men,Giant Slalom,Bronze,,
1960,Squaw Valley,Skiing,"LEODOLTER, Otto",AUT,Men,K90 Individual (70M),Bronze,,
1960,Squaw Valley,Skating,"JACKSON, Donald",CAN,Men,Individual,Bronze,,
1960,Squaw Valley,Skiing,"HENNEBERGER, Barbi",EUA,Women,Slalom,Bronze,,
1960,Squaw Valley,Skating,"HUTTUNEN, Eevi",FIN,Women,3000M,Bronze,,
1960,Squaw Valley,Skiing,"HAKULINEN, Veikko",FIN,Men,15KM,Bronze,,
1960,Squaw Valley,Skiing,"Pe_YSTI, Toini K.",FIN,Women,3X5KM Relay,Bronze,,
1960,Squaw Valley,Skiing,"RANTANEN, Siiri",FIN,Women,3X5KM Relay,Bronze,,
1960,Squaw Valley,Skiing,"RUOPPA, Eeva",FIN,Women,3X5KM Relay,Bronze,,
1960,Squaw Valley,Skiing,"PeRILLAT, Guy",FRA,Men,Downhill,Bronze,,
1960,Squaw Valley,Skiing,"BOZON, Charles",FRA,Men,Slalom,Bronze,,
1960,Squaw Valley,Skiing,"MINUZZO CHENAL, Giuliana",ITA,Women,Giant Slalom,Bronze,,
1960,Squaw Valley,Skating,"PESMAN, Janis",NED,Men,5000M,Bronze,,
1960,Squaw Valley,Skating,"PILEJCZYK, Helena",POL,Women,1500M,Bronze,,
1960,Squaw Valley,Skating,"BeCKMAN, Kjell",SWE,Men,10000M,Bronze,,
1960,Squaw Valley,Skiing,"ReMGARD, Rolf",SWE,Men,50KM,Bronze,,
1960,Squaw Valley,Biathlon,"PRIVALOV, Aleksandr",URS,Men,20KM,Bronze,,
1960,Squaw Valley,Ice Hockey,"ALEKSANDROV, Veniamin",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"ALMETOV, Aleksandr",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"BAULIN, Yuri",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"BYCHKOV, Mikhail",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"GREBENNIKOV, Vladimir",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"GROSHEV, Evgeni",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"KARPOV, Nikolae",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"KUCHEVSKIY, Alfred",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"LOKTEV, Konstantin",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"PETUKHOV, Stanislav",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"PRYAZHNIKOV, Viktor",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"PUCHKOV, Nikolae",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"SIDORENKOV, Genrikh",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"SOLOGUBOV, Nikolae",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"TSITSINOV, Yuri",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"YAKUSHEV, Viktor",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Ice Hockey,"YERKIN, Evgeni",URS,Men,Ice Hockey,Bronze,,
1960,Squaw Valley,Skating,"RYLOVA, Tamara",URS,Women,1000M,Bronze,,
1960,Squaw Valley,Skating,"STENIN, Boris",URS,Men,1500M,Bronze,,
1960,Squaw Valley,Skating,"GRACH, Rafael",URS,Men,500M,Bronze,,
1960,Squaw Valley,Skiing,"YEROSHINA, Radya",URS,Women,10KM,Bronze,,
1960,Squaw Valley,Skiing,"ANIKIN, Nikolay",URS,Men,30KM Mass Start,Bronze,,
1960,Squaw Valley,Skiing,"ANIKIN, Nikolay",URS,Men,4X10KM Relay,Bronze,,
1960,Squaw Valley,Skiing,"KUZNETSOV, Aleksei",URS,Men,4X10KM Relay,Bronze,,
1960,Squaw Valley,Skiing,"SHELJUKHIN, Anatolii",URS,Men,4X10KM Relay,Bronze,,
1960,Squaw Valley,Skiing,"VAGANOV, Gennadi",URS,Men,4X10KM Relay,Bronze,,
1960,Squaw Valley,Skiing,"GUSAKOV, Nikolay",URS,Men,Individual,Bronze,,
1960,Squaw Valley,Skating,"ROLES, Barbara",USA,Women,Individual,Bronze,,
1960,Squaw Valley,Skating,"LUDINGTON, Nancy",USA,Women,Pairs,Bronze,,
1960,Squaw Valley,Skating,"LUDINGTON, Ronald",USA,Men,Pairs,Bronze,,
1960,Squaw Valley,Skating,"ASHWORTH, Jeanne",USA,Women,500M,Bronze,,
1964,Innsbruck,Luge,"THURNER, Helene",AUT,Women,Singles,Bronze,,
1964,Innsbruck,Skiing,"HECHER, Traudl",AUT,Women,Downhill,Bronze,,
1964,Innsbruck,Skiing,"STIEGLER, Josef",AUT,Men,Giant Slalom,Bronze,,
1964,Innsbruck,Skating,"BURKA, Petra",CAN,Women,Individual,Bronze,,
1964,Innsbruck,Luge,"PLENK, Hans",EUA,Men,Singles,Bronze,,
1964,Innsbruck,Skiing,"BARTELS, Wolfgang",EUA,Men,Downhill,Bronze,,
1964,Innsbruck,Skiing,"THOMA, Georg",EUA,Men,Individual,Bronze,,
1964,Innsbruck,Skating,"MUSTONEN, Kaija",FIN,Women,1000M,Bronze,,
1964,Innsbruck,Skiing,"LEHTONEN, Mirja",FIN,Women,3X5KM Relay,Bronze,,
1964,Innsbruck,Skiing,"Pe_YSTI, Toini K.",FIN,Women,3X5KM Relay,Bronze,,
1964,Innsbruck,Skiing,"PUSULA, Senja",FIN,Women,3X5KM Relay,Bronze,,
1964,Innsbruck,Skiing,"TIAINEN, Arto",FIN,Men,50KM,Bronze,,
1964,Innsbruck,Bobsleigh,"MONTI, Eugenio",ITA,Men,Four-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"RIGONI, Benito",ITA,Men,Four-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"SIORPAES, Gildo",ITA,Men,Four-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"SIORPAES, Sergio",ITA,Men,Four-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"MONTI, Eugenio",ITA,Men,Two-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"SIORPAES, Sergio",ITA,Men,Two-Man,Bronze,,
1964,Innsbruck,Luge,"AUSSENDORFER, Walter",ITA,Men,Doubles,Bronze,,
1964,Innsbruck,Luge,"MAIR, Sigisfredo",ITA,Men,Doubles,Bronze,,
1964,Innsbruck,Biathlon,"JORDET, Olav",NOR,Men,20KM,Bronze,,
1964,Innsbruck,Skating,"JOHANNESEN, Knut",NOR,Men,10000M,Bronze,,
1964,Innsbruck,Skating,"HAUGEN, Villy",NOR,Men,1500M,Bronze,,
1964,Innsbruck,Skating,"MAIER, Fred Anton",NOR,Men,5000M,Bronze,,
1964,Innsbruck,Skiing,"BRANDTZeG, Torgeir",NOR,Men,K120 Individual (90M),Bronze,,
1964,Innsbruck,Skiing,"BRANDTZeG, Torgeir",NOR,Men,K90 Individual (70M),Bronze,,
1964,Innsbruck,Skiing,"JERNBERG, Sixten",SWE,Men,15KM,Bronze,,
1964,Innsbruck,Ice Hockey,"BUBNIK, Vlastimil",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"CERNY, Josef",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"DOLANA, Jiri",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"DZURILLA, Vladimir",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"GOLONKA, Josef",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"GREGOR, Frantisek",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"HOLIK, Jiri",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"JIRIK, Jaroslav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"KLAPAC, Jan",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"NADRCHAL, Vladimir",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"POTSCH, Rudolf",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"PRYL, Stanislav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"SMID, Ladislav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"SVENTEK, Stanislav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"TIKAL, Frantisek",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"VLACH, Miroslav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"WALTER, Jaroslav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Skating,"KOLOKOLTSEVA, Berta",URS,Women,1500M,Bronze,,
1964,Innsbruck,Skating,"SIDOROVA, Tatyana",URS,Women,500M,Bronze,,
1964,Innsbruck,Skiing,"GUSAKOVA, Mariya",URS,Women,10KM,Bronze,,
1964,Innsbruck,Skiing,"VORONCHIKHIN, Igor",URS,Men,30KM Mass Start,Bronze,,
1964,Innsbruck,Skiing,"KOLCHIN, Pavel",URS,Men,4X10KM Relay,Bronze,,
1964,Innsbruck,Skiing,"UTROBIN, Ivan",URS,Men,4X10KM Relay,Bronze,,
1964,Innsbruck,Skiing,"VAGANOV, Gennadi",URS,Men,4X10KM Relay,Bronze,,
1964,Innsbruck,Skiing,"VORONCHIKHIN, Igor",URS,Men,4X10KM Relay,Bronze,,
1964,Innsbruck,Skiing,"KOLCHINA, Alevtina",URS,Women,5KM,Bronze,,
1964,Innsbruck,Skating,"ALLEN, Scott",USA,Men,Individual,Bronze,,
1964,Innsbruck,Skating,"JOSEPH, Ronald",USA,Women,Pairs,Bronze,,
1964,Innsbruck,Skating,"JOSEPH, Vivian",USA,Men,Pairs,Bronze,,
1964,Innsbruck,Skiing,"HEUGA, James",USA,Men,Slalom,Bronze,,
1964,Innsbruck,Skiing,"SAUBERT, Jean",USA,Women,Slalom,Bronze,,
1968,Grenoble,Skiing,"HAAS, Christl",AUT,Women,Downhill,Bronze,,
1968,Grenoble,Skiing,"MESSNER, Heinrich",AUT,Men,Giant Slalom,Bronze,,
1968,Grenoble,Skiing,"MATT, Alfred",AUT,Men,Slalom,Bronze,,
1968,Grenoble,Skiing,"PREIML, Baldur",AUT,Men,K90 Individual (70M),Bronze,,
1968,Grenoble,Ice Hockey,"BOURBONNAIS, Roger",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"BRODERICK, Kenneth",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"CADIEUX, Raymond",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"CONLIN, Paul",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"DINEEN, Gary",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"GLENNIE, Brian",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"HARGREAVES, Ted",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"HUCK, Francis",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"JOHNSTON, Larry Marshall",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"MCKENZIE, John Barry",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"MCMILLAN, William",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"MONTEITH, Stephen",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"MOTT, Morris",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"O'MALLEY, Terrence",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"O'SHEA, Danny",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"PINDER, Gerry",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"PINDER, Herbert",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"STEPHENSON, Wayne",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Skiing,"MeNTYRANTA, Eero",FIN,Men,30KM Mass Start,Bronze,,
1968,Grenoble,Skiing,"LAURILA, Kalevi",FIN,Men,4X10KM Relay,Bronze,,
1968,Grenoble,Skiing,"MeNTYRANTA, Eero",FIN,Men,4X10KM Relay,Bronze,,
1968,Grenoble,Skiing,"OIKARAINEN, Kalevi",FIN,Men,4X10KM Relay,Bronze,,
1968,Grenoble,Skiing,"TAIPALE, Hannu",FIN,Men,4X10KM Relay,Bronze,,
1968,Grenoble,Skating,"PERA, Patrick",FRA,Men,Individual,Bronze,,
1968,Grenoble,Skiing,"FAMOSE, Annie",FRA,Women,Slalom,Bronze,,
1968,Grenoble,Luge,"NACHMANN, Fritz",FRG,Men,Doubles,Bronze,,
1968,Grenoble,Luge,"WINKLER, Wolfgang",FRG,Men,Doubles,Bronze,,
1968,Grenoble,Luge,"DeeNHAUPT, Angelika",FRG,Women,Singles,Bronze,,
1968,Grenoble,Skating,"DANNE, Wolfgang",FRG,Men,Pairs,Bronze,,
1968,Grenoble,Skating,"GLOCKSHUBER, Margot",FRG,Women,Pairs,Bronze,,
1968,Grenoble,Luge,"BONSACK, Klaus",GDR,Men,Singles,Bronze,,
1968,Grenoble,Skiing,"KUNZ, Andreas",GDR,Men,Individual,Bronze,,
1968,Grenoble,Skating,"KAISER, Christina",NED,Women,1500M,Bronze,,
1968,Grenoble,Skating,"KAISER, Christina",NED,Women,3000M,Bronze,,
1968,Grenoble,Skating,"NOTTET, Petrus",NED,Men,5000M,Bronze,,
1968,Grenoble,Skiing,"AUFLES, Inger",NOR,Women,10KM,Bronze,,
1968,Grenoble,Skiing,"GRINI, Lars",NOR,Men,K120 Individual (90M),Bronze,,
1968,Grenoble,Bobsleigh,"NEAGOE, Nicolae",ROU,Men,Two-Man,Bronze,,
1968,Grenoble,Bobsleigh,"PANTURU, Ion",ROU,Men,Two-Man,Bronze,,
1968,Grenoble,Bobsleigh,"CANDRIAN, Hans",SUI,Men,Four-Man,Bronze,,
1968,Grenoble,Bobsleigh,"GRAF, Walter",SUI,Men,Four-Man,Bronze,,
1968,Grenoble,Bobsleigh,"HOFMANN, Willi",SUI,Men,Four-Man,Bronze,,
1968,Grenoble,Bobsleigh,"WICKI, Jean",SUI,Men,Four-Man,Bronze,,
1968,Grenoble,Skiing,"DeTWYLER, Jean-Daniel",SUI,Men,Downhill,Bronze,,
1968,Grenoble,Skiing,"BOCHATAY, Fernande",SUI,Women,Giant Slalom,Bronze,,
1968,Grenoble,Skiing,"HAAS, Joseph",SUI,Men,50KM,Bronze,,
1968,Grenoble,Biathlon,"ARWIDSON, Lars-Ge_ran",SWE,Men,4X7.5KM Relay,Bronze,,
1968,Grenoble,Biathlon,"ERIKSSON, Tore",SWE,Men,4X7.5KM Relay,Bronze,,
1968,Grenoble,Biathlon,"OLSSON, Holmfrid",SWE,Men,4X7.5KM Relay,Bronze,,
1968,Grenoble,Biathlon,"PETRUSSON, Olle",SWE,Men,4X7.5KM Relay,Bronze,,
1968,Grenoble,Skating,"SANDLER, e_rjan",SWE,Men,10000M,Bronze,,
1968,Grenoble,Skiing,"LARSSON, Gunnar",SWE,Men,15KM,Bronze,,
1968,Grenoble,Skating,"MASKOVA, Hana",TCH,Women,Individual,Bronze,,
1968,Grenoble,Biathlon,"GUNDARTSEV, Vladimir",URS,Men,20KM,Bronze,,
1968,Grenoble,Skiing,"ACHKINA, Rita",URS,Women,3X5KM Relay,Bronze,,
1968,Grenoble,Skiing,"KOLCHINA, Alevtina",URS,Women,3X5KM Relay,Bronze,,
1968,Grenoble,Skiing,"KULAKOVA, Galina",URS,Women,3X5KM Relay,Bronze,,
1968,Grenoble,Skiing,"KOLCHINA, Alevtina",URS,Women,5KM,Bronze,,
1968,Grenoble,Skating,"HOLUM, Dianne",USA,Women,1000M,Bronze,,
1972,Sapporo,Skiing,"MESSNER, Heinrich",AUT,Men,Downhill,Bronze,,
1972,Sapporo,Skiing,"DREXEL, Wiltrud",AUT,Women,Giant Slalom,Bronze,,
1972,Sapporo,Skiing,"KAJOSMAA, Marjatta",FIN,Women,10KM,Bronze,,
1972,Sapporo,Skating,"PERA, Patrick",FRA,Men,Individual,Bronze,,
1972,Sapporo,Skiing,"STEURER, Florence",FRA,Women,Slalom,Bronze,,
1972,Sapporo,Bobsleigh,"GAISREITER, Stefan",FRG,Men,Four-Man,Bronze,,
1972,Sapporo,Bobsleigh,"STEINBAUER, Walter",FRG,Men,Four-Man,Bronze,,
1972,Sapporo,Bobsleigh,"UTZSCHNEIDER, Peter",FRG,Men,Four-Man,Bronze,,
1972,Sapporo,Bobsleigh,"ZIMMERER, Wolfgang",FRG,Men,Four-Man,Bronze,,
1972,Sapporo,Biathlon,"KNAUTHE, H-Joerg",GDR,Men,4X7.5KM Relay,Bronze,,
1972,Sapporo,Biathlon,"KOSCHKA, Horst",GDR,Men,4X7.5KM Relay,Bronze,,
1972,Sapporo,Biathlon,"MEISCHNER, Joachim",GDR,Men,4X7.5KM Relay,Bronze,,
1972,Sapporo,Biathlon,"SPEER, Dieter",GDR,Men,4X7.5KM Relay,Bronze,,
1972,Sapporo,Luge,"BONSACK, Klaus",GDR,Men,Doubles,Bronze,,
1972,Sapporo,Luge,"FIEDLER, Wolfram",GDR,Men,Doubles,Bronze,,
1972,Sapporo,Luge,"FIEDLER, Wolfram",GDR,Men,Singles,Bronze,,
1972,Sapporo,Luge,"SCHUMANN, Margit",GDR,Women,Singles,Bronze,,
1972,Sapporo,Skating,"GROSS, Manuela",GDR,Women,Pairs,Bronze,,
1972,Sapporo,Skating,"KAGELMANN, Uwe",GDR,Men,Pairs,Bronze,,
1972,Sapporo,Skiing,"LUCK, Karl-Heinz",GDR,Men,Individual,Bronze,,
1972,Sapporo,Skiing,"SCHMIDT, Rainer",GDR,Men,K120 Individual (90M),Bronze,,
1972,Sapporo,Skiing,"THe_NI, Rolando",ITA,Men,Slalom,Bronze,,
1972,Sapporo,Skiing,"AOCHI, Seiji",JPN,Men,K90 Individual (70M),Bronze,,
1972,Sapporo,Skating,"DEELSTRA, Atje",NED,Women,1500M,Bronze,,
1972,Sapporo,Skating,"DEELSTRA, Atje",NED,Women,3000M,Bronze,,
1972,Sapporo,Skating,"STENSEN, Sten",NOR,Men,10000M,Bronze,,
1972,Sapporo,Skating,"STENSEN, Sten",NOR,Men,5000M,Bronze,,
1972,Sapporo,Skiing,"FORMO, Ivar",NOR,Men,15KM,Bronze,,
1972,Sapporo,Skiing,"HARVIKEN, Johs",NOR,Men,30KM Mass Start,Bronze,,
1972,Sapporo,Skiing,"AUFLES, Inger",NOR,Women,3X5KM Relay,Bronze,,
1972,Sapporo,Skiing,"DAHL, Aslaug",NOR,Women,3X5KM Relay,Bronze,,
1972,Sapporo,Skiing,"Me_RDRE, Berit",NOR,Women,3X5KM Relay,Bronze,,
1972,Sapporo,Bobsleigh,"HUBACHER, Edy",SUI,Men,Two-Man,Bronze,,
1972,Sapporo,Bobsleigh,"WICKI, Jean",SUI,Men,Two-Man,Bronze,,
1972,Sapporo,Skiing,"MATTLE, Werner",SUI,Men,Giant Slalom,Bronze,,
1972,Sapporo,Skiing,"GIGER, Albert",SUI,Men,4X10KM Relay,Bronze,,
1972,Sapporo,Skiing,"HAUSER, Eduard",SUI,Men,4X10KM Relay,Bronze,,
1972,Sapporo,Skiing,"KeLIN, Alfred",SUI,Men,4X10KM Relay,Bronze,,
1972,Sapporo,Skiing,"KeLIN, Alois",SUI,Men,4X10KM Relay,Bronze,,
1972,Sapporo,Biathlon,"ARWIDSON, Lars-Ge_ran",SWE,Men,20KM,Bronze,,
1972,Sapporo,Skating,"CLAESSON, Ge_ran",SWE,Men,1500M,Bronze,,
1972,Sapporo,Ice Hockey,"BEDNAR, Vladimir",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"CERNY, Josef",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"DZURILLA, Vladimir",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"FARDA, Richard",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"HLINKA, Ivan",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"HOLECEK, Jiri",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"HOLIK, Jaroslav",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"HOLIK, Jiri",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"HORESOVSKY, Josef",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"KOCHTA, Jiri",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"MACHAC, Oldrich",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"MARTINEC, Vladimir",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"NEDOMANSKY, Vaclav",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"NOVAK, Eduard",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"POSPISIL, Frantisek",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"STASTNY, Bohuslav",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"TAJCNAR, Rudolf",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Ice Hockey,"VOHRALIK, Karel",TCH,Men,Ice Hockey,Bronze,,
1972,Sapporo,Skiing,"SIKOLOVA, Helena",TCH,Women,5KM,Bronze,,
1972,Sapporo,Skating,"MURATOV, Valery",URS,Men,500M,Bronze,,
1972,Sapporo,Skating,"TITOVA, Lyudmila",URS,Women,500M,Bronze,,
1972,Sapporo,Skiing,"VEDENIN, Vyacheslav",URS,Men,50KM,Bronze,,
1972,Sapporo,Skating,"LYNN, Janet",USA,Women,Individual,Bronze,,
1972,Sapporo,Skating,"HENNING, Anne",USA,Women,1000M,Bronze,,
1972,Sapporo,Skiing,"CORROCK, Susan",USA,Women,Downhill,Bronze,,
1976,Innsbruck,Luge,"SCHACHNER, Franz",AUT,Men,Doubles,Bronze,,
1976,Innsbruck,Luge,"SCHMID, Rudolf",AUT,Men,Doubles,Bronze,,
1976,Innsbruck,Skiing,"SCHNABL, Karl",AUT,Men,K90 Individual (70M),Bronze,,
1976,Innsbruck,Skating,"CRANSTON, Toller",CAN,Men,Individual,Bronze,,
1976,Innsbruck,Skiing,"KOIVISTO, Arto",FIN,Men,15KM,Bronze,,
1976,Innsbruck,Skiing,"DEBERNARD, Danieele",FRA,Women,Giant Slalom,Bronze,,
1976,Innsbruck,Bobsleigh,"BITTNER, Bodo",FRG,Men,Four-Man,Bronze,,
1976,Innsbruck,Bobsleigh,"SCHUMANN, Manfred",FRG,Men,Four-Man,Bronze,,
1976,Innsbruck,Bobsleigh,"UTZSCHNEIDER, Peter",FRG,Men,Four-Man,Bronze,,
1976,Innsbruck,Bobsleigh,"ZIMMERER, Wolfgang",FRG,Men,Four-Man,Bronze,,
1976,Innsbruck,Ice Hockey,"AUHUBER, Klaus",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"BERNDANER, Ignaz",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"BOOS, Wolfgang",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"FUNK, Lorenz",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"HINTERSTOCKER, Martin",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"KEHLE, Anton",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"KIESSLING, Udo",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"Ke_BERLE, Walter",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"Ke_PF, Ernst I",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"KeeHNHACKL, Erich",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"METZ, Stefan",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"PHILIPP, Rainer",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"REINDL, Franz",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"SCHLODER, Alois",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"THANNER, Rudolf",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"Ve_LK, Josef",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"VOZAR, Ferenc",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Ice Hockey,"WEISHAUPT, Erich",FRG,Men,Ice Hockey,Bronze,,
1976,Innsbruck,Luge,"DEMLEITNER, Elisabeth",FRG,Women,Singles,Bronze,,
1976,Innsbruck,Biathlon,"BEER, Manfred",GDR,Men,4X7.5KM Relay,Bronze,,
1976,Innsbruck,Biathlon,"GEYER, Manfred",GDR,Men,4X7.5KM Relay,Bronze,,
