Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1956,Cortina d'Ampezzo,Ice Hockey,"MCKINNON, Daniel Duncan",USA,Men,Ice Hockey,Silver,,
1956,Cortina d'Ampezzo,Ice Hockey,"MEREDITH, Richard Otis",USA,Men,Ice Hockey,Silver,,
1956,Cortina d'Ampezzo,Ice Hockey,"OLSON, Weldon Howard",USA,Men,Ice Hockey,Silver,,
1956,Cortina d'Ampezzo,Ice Hockey,"PETTROSKE, John Edward",USA,Men,Ice Hockey,Silver,,
1956,Cortina d'Ampezzo,Ice Hockey,"PURPUR, Kenneth Richard",USA,Men,Ice Hockey,Silver,,
1956,Cortina d'Ampezzo,Ice Hockey,"RIGAZIO, Donald Edmund",USA,Men,Ice Hockey,Silver,,
1956,Cortina d'Ampezzo,Ice Hockey,"RODENHEISER, Richard Peter",USA,Men,Ice Hockey,Silver,,
1956,Cortina d'Ampezzo,Ice Hockey,"SAMPSON, Edward Horace",USA,Men,Ice Hockey,Silver,,
1956,Cortina d'Ampezzo,Skating,"ROBERTSON, Ronald",USA,Men,Individual,Silver,,
1956,Cortina d'Ampezzo,Skating,"HEISS, Carol",USA,Women,Individual,Silver,,
1960,Squaw Valley,Skiing,"STIEGLER, Josef",AUT,Men,Giant Slalom,Silver,,
1960,Squaw Valley,Skiing,"LEITNER, Matthias",AUT,Men,Slalom,Silver,,
1960,Squaw Valley,Ice Hockey,"ATTERSLEY, Robert",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"BENOIT, Maurice",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"CONNELLY, James",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"DOUGLAS, Jack",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"ETCHER, Fred",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"FORHAN, Robert",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"HEAD, Donald Charles",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"HURLEY, Harold",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"LAUFMAN, Kenneth",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"MARTIN, Floyd",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"MCKNIGHT, Robert",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"PENNINGTON, Clifford",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"ROPE, Donald",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"ROUSSEAU, Robert",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"SAMOLENKO, George",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"SINDEN, Harry",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Ice Hockey,"SLY, Darryl Hayward",CAN,Men,Ice Hockey,Silver,,
1960,Squaw Valley,Skating,"BeUMLER, Hans Je_rgen",EUA,Men,Pairs,Silver,,
1960,Squaw Valley,Skating,"KILIUS, Marika",EUA,Women,Pairs,Silver,,
1960,Squaw Valley,Skating,"HAASE, Helga",EUA,Women,1000M,Silver,,
1960,Squaw Valley,Skiing,"LANIG, Hanspeter",EUA,Men,Downhill,Silver,,
1960,Squaw Valley,Biathlon,"TYRVeINEN, Antti",FIN,Men,20KM,Silver,,
1960,Squaw Valley,Skiing,"HAKULINEN, Veikko",FIN,Men,50KM,Silver,,
1960,Squaw Valley,Skiing,"HALONEN, Niilo",FIN,Men,K90 Individual (70M),Silver,,
1960,Squaw Valley,Skating,"DIJKSTRA, Sjoukje",NED,Women,Individual,Silver,,
1960,Squaw Valley,Skating,"JOHANNESEN, Knut",NOR,Men,5000M,Silver,,
1960,Squaw Valley,Skiing,"BRENDEN, Hallgeir",NOR,Men,4X10KM Relay,Silver,,
1960,Squaw Valley,Skiing,"BRUSVEEN, Haakon",NOR,Men,4X10KM Relay,Silver,,
1960,Squaw Valley,Skiing,"GRe_NNINGEN, Harald",NOR,Men,4X10KM Relay,Silver,,
1960,Squaw Valley,Skiing,"e_STBY, Einar",NOR,Men,4X10KM Relay,Silver,,
1960,Squaw Valley,Skiing,"KNUTSEN, Tormod",NOR,Men,Individual,Silver,,
1960,Squaw Valley,Skating,"SEROCZYNSKA, Elwira",POL,Women,1500M,Silver,,
1960,Squaw Valley,Skiing,"JERNBERG, Sixten",SWE,Men,15KM,Silver,,
1960,Squaw Valley,Skiing,"ReMGARD, Rolf",SWE,Men,30KM Mass Start,Silver,,
1960,Squaw Valley,Skating,"DIVIN, Karol",TCH,Men,Individual,Silver,,
1960,Squaw Valley,Skating,"KOSICHKIN, Viktor",URS,Men,10000M,Silver,,
1960,Squaw Valley,Skating,"STENINA, Valentina",URS,Women,3000M,Silver,,
1960,Squaw Valley,Skating,"DONCHENKO, Natalya",URS,Women,500M,Silver,,
1960,Squaw Valley,Skiing,"BARANOVA, Lyubov",URS,Women,10KM,Silver,,
1960,Squaw Valley,Skiing,"BARANOVA, Lyubov",URS,Women,3X5KM Relay,Silver,,
1960,Squaw Valley,Skiing,"GUSAKOVA, Mariya",URS,Women,3X5KM Relay,Silver,,
1960,Squaw Valley,Skiing,"YEROSHINA, Radya",URS,Women,3X5KM Relay,Silver,,
1960,Squaw Valley,Skating,"DISNEY, William",USA,Men,500M,Silver,,
1960,Squaw Valley,Skiing,"PITOU, Penelope",USA,Women,Downhill,Silver,,
1960,Squaw Valley,Skiing,"PITOU, Penelope",USA,Women,Giant Slalom,Silver,,
1960,Squaw Valley,Skiing,"SNITE, Betsy",USA,Women,Slalom,Silver,,
1964,Innsbruck,Bobsleigh,"DURNTHALER, Reinhold",AUT,Men,Four-Man,Silver,,
1964,Innsbruck,Bobsleigh,"KOXEDER, Adolf",AUT,Men,Four-Man,Silver,,
1964,Innsbruck,Bobsleigh,"NAIRZ, Josef",AUT,Men,Four-Man,Silver,,
1964,Innsbruck,Bobsleigh,"THALER, Erwin",AUT,Men,Four-Man,Silver,,
1964,Innsbruck,Luge,"SENN, Reinhold",AUT,Men,Doubles,Silver,,
1964,Innsbruck,Luge,"THALER, Helmut",AUT,Men,Doubles,Silver,,
1964,Innsbruck,Skating,"HEITZER, Regine",AUT,Women,Individual,Silver,,
1964,Innsbruck,Skiing,"ZIMMERMANN, Edith",AUT,Women,Downhill,Silver,,
1964,Innsbruck,Skiing,"SCHRANZ, Karl",AUT,Men,Giant Slalom,Silver,,
1964,Innsbruck,Skating,"REVELL, Guy",CAN,Men,Pairs,Silver,,
1964,Innsbruck,Skating,"WILKES, Debbi",CAN,Women,Pairs,Silver,,
1964,Innsbruck,Luge,"BONSACK, Klaus",EUA,Men,Singles,Silver,,
1964,Innsbruck,Luge,"GEISLER, Ilse",EUA,Women,Singles,Silver,,
1964,Innsbruck,Skating,"BeUMLER, Hans Je_rgen",EUA,Men,Pairs,Silver,,
1964,Innsbruck,Skating,"KILIUS, Marika",EUA,Women,Pairs,Silver,,
1964,Innsbruck,Skating,"MUSTONEN, Kaija",FIN,Women,1500M,Silver,,
1964,Innsbruck,Skiing,"HUHTALA, Ve_ine_ Veikko Sakari",FIN,Men,4X10KM Relay,Silver,,
1964,Innsbruck,Skiing,"LAURILA, Kalevi",FIN,Men,4X10KM Relay,Silver,,
1964,Innsbruck,Skiing,"MeNTYRANTA, Eero",FIN,Men,4X10KM Relay,Silver,,
1964,Innsbruck,Skiing,"TIAINEN, Arto",FIN,Men,4X10KM Relay,Silver,,
1964,Innsbruck,Skiing,"LEHTONEN, Mirja",FIN,Women,5KM,Silver,,
1964,Innsbruck,Skiing,"KANKKONEN, Veikko",FIN,Men,K120 Individual (90M),Silver,,
1964,Innsbruck,Skating,"CALMAT, Alain",FRA,Men,Individual,Silver,,
1964,Innsbruck,Skiing,"LACROIX, Leo",FRA,Men,Downhill,Silver,,
1964,Innsbruck,Skiing,"GOITSCHEL, Christine",FRA,Women,Giant Slalom,Silver,,
1964,Innsbruck,Skiing,"GOITSCHEL, Marielle",FRA,Women,Slalom,Silver,,
1964,Innsbruck,Bobsleigh,"BONAGURA, Romano",ITA,Men,Two-Man,Silver,,
1964,Innsbruck,Bobsleigh,"ZARDINI, Sergio",ITA,Men,Two-Man,Silver,,
1964,Innsbruck,Skating,"VERKERK, Cornelis",NED,Men,1500M,Silver,,
1964,Innsbruck,Skating,"MAIER, Fred Anton",NOR,Men,10000M,Silver,,
1964,Innsbruck,Skating,"MOE, Per Ivar",NOR,Men,5000M,Silver,,
1964,Innsbruck,Skating,"GJESTVANG, Alv",NOR,Men,500M,Silver,,
1964,Innsbruck,Skiing,"GRe_NNINGEN, Harald",NOR,Men,15KM,Silver,,
1964,Innsbruck,Skiing,"GRe_NNINGEN, Harald",NOR,Men,30KM Mass Start,Silver,,
1964,Innsbruck,Skiing,"ENGAN, Toralf",NOR,Men,K90 Individual (70M),Silver,,
1964,Innsbruck,Skating,"HAN, Pil Hwa",PRK,Women,3000M,Silver,,
1964,Innsbruck,Ice Hockey,"ANDERSSON, Anders",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"BLOME, Gert",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"HeGGROTH, Lennart",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"JOHANSSON, Lennart",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"JOHANSSON, Nils",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"JOHANSSON-TUMBA, Sven Olof",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"LUNDVALL, Lars Erik",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"MeeTee, Eilert",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"MILD, Hans",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"NILSSON, Nils Erik",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"NORDLANDER, Bert-Ola",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"e_BERG, Carl-Ge_ran",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"e_HRLUND, Uno",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"PETTERSSON, Ronald Erik",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"STERNER, Ulf",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"STOLTZ, Roland",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"SVENSSON, Kjell",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Skiing,"GUSTAFSSON, Toini",SWE,Women,3X5KM Relay,Silver,,
1964,Innsbruck,Skiing,"MARTINSSON, Barbro",SWE,Women,3X5KM Relay,Silver,,
1964,Innsbruck,Skiing,"STRANDBERG, Britt",SWE,Women,3X5KM Relay,Silver,,
1964,Innsbruck,Skiing,"Re_NNLUND, Assar",SWE,Men,50KM,Silver,,
1964,Innsbruck,Biathlon,"PRIVALOV, Aleksandr",URS,Men,20KM,Silver,,
1964,Innsbruck,Skating,"YEGOROVA, Irina",URS,Women,1000M,Silver,,
1964,Innsbruck,Skating,"STENINA, Valentina",URS,Women,3000M,Silver,,
1964,Innsbruck,Skating,"GRISHIN, Yevgeny",URS,Men,500M,Silver,,
1964,Innsbruck,Skating,"ORLOV, Vladimir",URS,Men,500M,Silver,,
1964,Innsbruck,Skating,"YEGOROVA, Irina",URS,Women,500M,Silver,,
1964,Innsbruck,Skiing,"MEKSHILO, Yevdoyka",URS,Women,10KM,Silver,,
1964,Innsbruck,Skiing,"KISELYOV, Nikolay",URS,Men,Individual,Silver,,
1964,Innsbruck,Skiing,"SAUBERT, Jean",USA,Women,Giant Slalom,Silver,,
1964,Innsbruck,Skiing,"KIDD, William",USA,Men,Slalom,Silver,,
1968,Grenoble,Bobsleigh,"DURNTHALER, Reinhold",AUT,Men,Four-Man,Silver,,
1968,Grenoble,Bobsleigh,"EDER, Josef",AUT,Men,Four-Man,Silver,,
1968,Grenoble,Bobsleigh,"GRUBER, Herbert",AUT,Men,Four-Man,Silver,,
1968,Grenoble,Bobsleigh,"THALER, Erwin",AUT,Men,Four-Man,Silver,,
1968,Grenoble,Luge,"SCHMID, Manfred",AUT,Men,Doubles,Silver,,
1968,Grenoble,Luge,"WALCH, Ewald",AUT,Men,Doubles,Silver,,
1968,Grenoble,Skiing,"HUBER, Herbert",AUT,Men,Slalom,Silver,,
1968,Grenoble,Skiing,"BACHLER, Reinhold",AUT,Men,K90 Individual (70M),Silver,,
1968,Grenoble,Skiing,"GREENE, Nancy",CAN,Women,Slalom,Silver,,
1968,Grenoble,Skating,"MUSTONEN, Kaija",FIN,Women,3000M,Silver,,
1968,Grenoble,Skiing,"MeNTYRANTA, Eero",FIN,Men,15KM,Silver,,
1968,Grenoble,Skiing,"PeRILLAT, Guy",FRA,Men,Downhill,Silver,,
1968,Grenoble,Skiing,"MIR, Isabelle",FRA,Women,Downhill,Silver,,
1968,Grenoble,Skiing,"FAMOSE, Annie",FRA,Women,Giant Slalom,Silver,,
1968,Grenoble,Bobsleigh,"BADER, Pepi",FRG,Men,Two-Man,Silver,,
1968,Grenoble,Bobsleigh,"FLOTH, Horst",FRG,Men,Two-Man,Silver,,
1968,Grenoble,Luge,"SCHMUCK, Christa",FRG,Women,Singles,Silver,,
1968,Grenoble,Luge,"Ke_HLER, Thomas",GDR,Men,Singles,Silver,,
1968,Grenoble,Skating,"SEYFERT, Gabriele",GDR,Women,Individual,Silver,,
1968,Grenoble,Skating,"SCHENK, Ard",NED,Men,1500M,Silver,,
1968,Grenoble,Skating,"GEIJSSEN, Carolina",NED,Women,1500M,Silver,,
1968,Grenoble,Skating,"VERKERK, Cornelis",NED,Men,5000M,Silver,,
1968,Grenoble,Biathlon,"ISTAD, Jon",NOR,Men,4X7.5KM Relay,Silver,,
1968,Grenoble,Biathlon,"JORDET, Olav",NOR,Men,4X7.5KM Relay,Silver,,
1968,Grenoble,Biathlon,"SOLBERG, Magnar",NOR,Men,4X7.5KM Relay,Silver,,
1968,Grenoble,Biathlon,"WAERHAUG, Ola",NOR,Men,4X7.5KM Relay,Silver,,
1968,Grenoble,Skating,"MAIER, Fred Anton",NOR,Men,10000M,Silver,,
1968,Grenoble,Skating,"ERIKSEN, Ivar",NOR,Men,1500M,Silver,,
1968,Grenoble,Skating,"THOMASSEN, Magne",NOR,Men,500M,Silver,,
1968,Grenoble,Skiing,"Me_RDRE, Berit",NOR,Women,10KM,Silver,,
1968,Grenoble,Skiing,"MARTINSEN, Odd",NOR,Men,30KM Mass Start,Silver,,
1968,Grenoble,Skiing,"FAVRE, Willy",SUI,Men,Giant Slalom,Silver,,
1968,Grenoble,Skiing,"KeLIN, Alois",SUI,Men,Individual,Silver,,
1968,Grenoble,Skiing,"GUSTAFSSON, Toini",SWE,Women,3X5KM Relay,Silver,,
1968,Grenoble,Skiing,"MARTINSSON, Barbro",SWE,Women,3X5KM Relay,Silver,,
1968,Grenoble,Skiing,"STRANDBERG, Britt",SWE,Women,3X5KM Relay,Silver,,
1968,Grenoble,Skiing,"ANDERSSON, Bjarne",SWE,Men,4X10KM Relay,Silver,,
1968,Grenoble,Skiing,"HALVARSSON, Jan",SWE,Men,4X10KM Relay,Silver,,
1968,Grenoble,Skiing,"LARSSON, Gunnar",SWE,Men,4X10KM Relay,Silver,,
1968,Grenoble,Skiing,"Re_NNLUND, Assar",SWE,Men,4X10KM Relay,Silver,,
1968,Grenoble,Ice Hockey,"CERNY, Josef",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"DZURILLA, Vladimir",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"GOLONKA, Josef",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HAVEL, Jan",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HEJMA, Petr",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HOLIK, Jiri",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HORESOVSKY, Josef",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HRBATY, Jan",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"JIRIK, Jaroslav",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"KLAPAC, Jan",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"KOCHTA, Jiri",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"MACHAC, Oldrich",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"MASOPUST, Karel",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"NADRCHAL, Vladimir",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"NEDOMANSKY, Vaclav",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"POSPISIL, Frantisek",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"SEVCIK, Frantisek",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"SUCHY, Jan",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Skiing,"RASKA, Jiri",TCH,Men,K120 Individual (90M),Silver,,
1968,Grenoble,Biathlon,"TIKHONOV, Aleksandr",URS,Men,20KM,Silver,,
1968,Grenoble,Skating,"GORELIK, Aleksandr",URS,Men,Pairs,Silver,,
1968,Grenoble,Skating,"ZHUK, Tatyana",URS,Women,Pairs,Silver,,
1968,Grenoble,Skating,"TITOVA, Lyudmila",URS,Women,1000M,Silver,,
1968,Grenoble,Skiing,"VEDENIN, Vyacheslav",URS,Men,50KM,Silver,,
1968,Grenoble,Skiing,"KULAKOVA, Galina",URS,Women,5KM,Silver,,
1968,Grenoble,Skating,"WOOD, Timothy",USA,Men,Individual,Silver,,
1968,Grenoble,Skating,"MCDERMOTT, Richard",USA,Men,500M,Silver,,
1968,Grenoble,Skating,"FISH, Jennifer",USA,Women,500M,Silver,,
1968,Grenoble,Skating,"HOLUM, Dianne",USA,Women,500M,Silver,,
1968,Grenoble,Skating,"MEYERS, Mary",USA,Women,500M,Silver,,
1972,Sapporo,Skiing,"MOSER-PROLL, Annemarie",AUT,Women,Downhill,Silver,,
1972,Sapporo,Skiing,"MOSER-PROLL, Annemarie",AUT,Women,Giant Slalom,Silver,,
1972,Sapporo,Skating,"MAGNUSSEN, Karen",CAN,Women,Individual,Silver,,
1972,Sapporo,Biathlon,"IKOLA, Heikki",FIN,Men,4X7.5KM Relay,Silver,,
1972,Sapporo,Biathlon,"Re_PPeNEN, Mauri",FIN,Men,4X7.5KM Relay,Silver,,
1972,Sapporo,Biathlon,"SAIRA, Esko",FIN,Men,4X7.5KM Relay,Silver,,
1972,Sapporo,Biathlon,"SUUTARINEN, Juhani",FIN,Men,4X7.5KM Relay,Silver,,
1972,Sapporo,Skiing,"KAJOSMAA, Marjatta",FIN,Women,3X5KM Relay,Silver,,
1972,Sapporo,Skiing,"RIIHIVUORI, Hilkka",FIN,Women,3X5KM Relay,Silver,,
1972,Sapporo,Skiing,"TAKALO, Helena",FIN,Women,3X5KM Relay,Silver,,
1972,Sapporo,Skiing,"KAJOSMAA, Marjatta",FIN,Women,5KM,Silver,,
1972,Sapporo,Skiing,"MIETTINEN, Rauno",FIN,Men,Individual,Silver,,
1972,Sapporo,Skiing,"DEBERNARD, Danieele",FRA,Women,Slalom,Silver,,
1972,Sapporo,Bobsleigh,"BADER, Pepi",FRG,Men,Two-Man,Silver,,
1972,Sapporo,Bobsleigh,"FLOTH, Horst",FRG,Men,Two-Man,Silver,,
1972,Sapporo,Biathlon,"KNAUTHE, H-Joerg",GDR,Men,20KM,Silver,,
1972,Sapporo,Luge,"EHRIG, Harald",GDR,Men,Singles,Silver,,
1972,Sapporo,Luge,"ReeHROLD, Ute",GDR,Women,Singles,Silver,,
1972,Sapporo,Bobsleigh,"BONICHON, Gianni",ITA,Men,Four-Man,Silver,,
1972,Sapporo,Bobsleigh,"DAL FABBRO, Corrado",ITA,Men,Four-Man,Silver,,
1972,Sapporo,Bobsleigh,"DE ZORDO, Nevio",ITA,Men,Four-Man,Silver,,
1972,Sapporo,Bobsleigh,"FRASSINELLI, Adriano",ITA,Men,Four-Man,Silver,,
1972,Sapporo,Skiing,"THe_NI, Gustavo",ITA,Men,Slalom,Silver,,
1972,Sapporo,Skiing,"KONNO, Akitsugu",JPN,Men,K90 Individual (70M),Silver,,
1972,Sapporo,Skating,"VERKERK, Cornelis",NED,Men,10000M,Silver,,
1972,Sapporo,Skating,"DEELSTRA, Atje",NED,Women,1000M,Silver,,
1972,Sapporo,Skating,"KAISER, Christina",NED,Women,1500M,Silver,,
1972,Sapporo,Skating,"GRe_NVOLD, Roar",NOR,Men,1500M,Silver,,
1972,Sapporo,Skating,"GRe_NVOLD, Roar",NOR,Men,5000M,Silver,,
1972,Sapporo,Skiing,"TYLDUM, Paal",NOR,Men,30KM Mass Start,Silver,,
1972,Sapporo,Skiing,"BRAA, Oddvar",NOR,Men,4X10KM Relay,Silver,,
1972,Sapporo,Skiing,"FORMO, Ivar",NOR,Men,4X10KM Relay,Silver,,
1972,Sapporo,Skiing,"HARVIKEN, Johs",NOR,Men,4X10KM Relay,Silver,,
1972,Sapporo,Skiing,"TYLDUM, Paal",NOR,Men,4X10KM Relay,Silver,,
1972,Sapporo,Skiing,"MYRMO, Magne",NOR,Men,50KM,Silver,,
1972,Sapporo,Skiing,"COLLOMBIN, Roland",SUI,Men,Downhill,Silver,,
1972,Sapporo,Skiing,"BRUGGMANN, Edmund",SUI,Men,Giant Slalom,Silver,,
1972,Sapporo,Skiing,"STEINER, Walter",SUI,Men,K120 Individual (90M),Silver,,
1972,Sapporo,Skating,"Be_RJES, Hasse",SWE,Men,500M,Silver,,
1972,Sapporo,Skating,"CHETVERUKHIN, Sergey",URS,Men,Individual,Silver,,
1972,Sapporo,Skating,"SMIRNOVA, Lyudmila",URS,Women,Pairs,Silver,,
1972,Sapporo,Skating,"SURAYKIN, Andrey",URS,Men,Pairs,Silver,,
1972,Sapporo,Skating,"KRASNOVA, Vera",URS,Women,500M,Silver,,
1972,Sapporo,Skiing,"OLYUNINA, Alevtina",URS,Women,10KM,Silver,,
1972,Sapporo,Skiing,"SIMASHEV, Fyodor",URS,Men,15KM,Silver,,
1972,Sapporo,Ice Hockey,"AHEARN, Kevin Joseph",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"BOUCHA, Henry",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"BROWN, Charles Erwin",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"CHRISTIANSEN, Keith",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"CURRAN, Michael",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"FTOREK, Robbie",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"HOWE, Mark",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"HYMANSON, Jeffrey",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"IRVING, Stuart",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"MCELMURY, James",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"MCGLYNN, Richard",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"MELLOR, Thomas",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"NeSLUND, Ronald",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"OLDS, Walter",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"SANDERS, Franklynn",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"SARNER, Craig",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"SEARS, Peter",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Ice Hockey,"SHEEHY, Timothy",USA,Men,Ice Hockey,Silver,,
1972,Sapporo,Skating,"HOLUM, Dianne",USA,Women,3000M,Silver,,
1976,Innsbruck,Skiing,"TOTSCHNIGG, Brigitte",AUT,Women,Downhill,Silver,,
1976,Innsbruck,Skiing,"INNAUER, Anton",AUT,Men,K120 Individual (90M),Silver,,
1976,Innsbruck,Skating,"PRIESTNER, Cathy",CAN,Women,500M,Silver,,
1976,Innsbruck,Biathlon,"IKOLA, Heikki",FIN,Men,20KM,Silver,,
1976,Innsbruck,Biathlon,"FLe_JT, Henrik",FIN,Men,4X7.5KM Relay,Silver,,
1976,Innsbruck,Biathlon,"IKOLA, Heikki",FIN,Men,4X7.5KM Relay,Silver,,
1976,Innsbruck,Biathlon,"SAIRA, Esko",FIN,Men,4X7.5KM Relay,Silver,,
1976,Innsbruck,Biathlon,"SUUTARINEN, Juhani",FIN,Men,4X7.5KM Relay,Silver,,
1976,Innsbruck,Skiing,"TAKALO, Helena",FIN,Women,10KM,Silver,,
1976,Innsbruck,Skiing,"KAJOSMAA, Marjatta",FIN,Women,4X5KM Relay,Silver,,
1976,Innsbruck,Skiing,"RIIHIVUORI, Hilkka",FIN,Women,4X5KM Relay,Silver,,
1976,Innsbruck,Skiing,"SUIKHONEN, Liisa",FIN,Women,4X5KM Relay,Silver,,
1976,Innsbruck,Skiing,"TAKALO, Helena",FIN,Women,4X5KM Relay,Silver,,
1976,Innsbruck,Bobsleigh,"SCHUMANN, Manfred",FRG,Men,Two-Man,Silver,,
1976,Innsbruck,Bobsleigh,"ZIMMERER, Wolfgang",FRG,Men,Two-Man,Silver,,
1976,Innsbruck,Luge,"BRANDNER, Hans",FRG,Men,Doubles,Silver,,
1976,Innsbruck,Luge,"SCHWARM, Balthasar",FRG,Men,Doubles,Silver,,
1976,Innsbruck,Luge,"FENDT, Josef",FRG,Men,Singles,Silver,,
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Giant Slalom,Silver,,
1976,Innsbruck,Skiing,"HETTICH, Urban",FRG,Men,Individual,Silver,,
1976,Innsbruck,Luge,"ReeHROLD, Ute",GDR,Women,Singles,Silver,,
1976,Innsbruck,Skating,"KERMER, Romy",GDR,Women,Pairs,Silver,,
1976,Innsbruck,Skating,"e_STERREICH, Rolf",GDR,Men,Pairs,Silver,,
1976,Innsbruck,Skating,"EHRIG, Andrea",GDR,Women,3000M,Silver,,
1976,Innsbruck,Skiing,"KLAUSE, Gerd-Dietmar",GDR,Men,50KM,Silver,,
1976,Innsbruck,Skiing,"DANNEBERG, Jochen",GDR,Men,K90 Individual (70M),Silver,,
1976,Innsbruck,Skiing,"THe_NI, Gustavo",ITA,Men,Slalom,Silver,,
1976,Innsbruck,Skiing,"GIORDANI, Claudia",ITA,Women,Slalom,Silver,,
1976,Innsbruck,Skating,"DE LEEUW, Dianne",NED,Women,Individual,Silver,,
1976,Innsbruck,Skating,"KLEINE, Piet",NED,Men,5000M,Silver,,
1976,Innsbruck,Skating,"STENSEN, Sten",NOR,Men,10000M,Silver,,
